OsSN3	NC_089035.1	93.989	183	11	0	1	183	30381324	30381142	1.15e-73	278	183
OsSN3	NC_089035.1	93.923	181	8	3	3	181	36507870	36507691	1.93e-71	270	183
OsSN3	NC_089035.1	94.545	165	9	0	1	165	23769533	23769697	5.39e-67	255	183
OsSN3	NC_089035.1	90.000	180	18	0	3	182	30304039	30304218	2.53e-60	233	183
OsSN3	NC_089035.1	87.363	182	15	4	4	183	26964994	26964819	7.13e-51	202	183
OsSN3	NC_089035.1	90.260	154	9	4	31	183	39391520	39391372	3.32e-49	196	183
OsSN3	NC_089035.1	85.549	173	24	1	11	182	35335404	35335576	3.34e-44	180	183
OsSN3	NC_089035.1	95.575	113	4	1	3	115	39982784	39982895	3.34e-44	180	183
OsSN3	NC_089035.1	93.220	118	7	1	3	120	35478349	35478465	5.59e-42	172	183
OsSN3	NC_089035.1	91.270	126	9	2	59	183	37240949	37241073	2.01e-41	171	183
OsSN3	NC_089035.1	89.630	135	11	3	43	176	6815716	6815848	7.23e-41	169	183
OsSN3	NC_089035.1	83.251	203	12	4	3	183	24643598	24643800	2.60e-40	167	183
OsSN3	NC_089035.1	94.444	108	6	0	74	181	29727974	29727867	2.60e-40	167	183
OsSN3	NC_089035.1	88.722	133	10	4	54	183	29728096	29728226	1.56e-37	158	183
OsSN3	NC_089035.1	82.474	194	13	3	11	183	27837485	27837292	2.62e-35	150	183
OsSN3	NC_089035.1	84.932	146	15	3	1	146	6589129	6589267	1.58e-32	141	183
OsSN3	NC_089035.1	83.432	169	7	9	36	183	43501764	43501932	2.04e-31	137	183
OsSN3	NC_089035.1	84.746	118	12	2	3	120	38267499	38267610	3.43e-24	113	183
OsSN3	NC_089035.1	100.000	55	0	0	129	183	2519726	2519672	7.44e-21	102	183
OsSN3	NC_089035.1	91.549	71	6	0	15	85	13686695	13686765	9.62e-20	99.0	183
OsSN3	NC_089035.1	95.082	61	3	0	123	183	5305612	5305672	3.46e-19	97.1	183
OsSN3	NC_089035.1	98.148	54	0	1	131	183	36561586	36561533	4.47e-18	93.5	183
OsSN3	NC_089035.1	92.308	65	2	2	119	183	24418631	24418692	5.79e-17	89.8	183
OsSN3	NC_089035.1	100.000	37	0	0	147	183	2475288	2475252	7.54e-11	69.4	183
OsSN3	NC_089045.1	93.443	183	10	2	2	183	609691	609510	1.93e-71	270	183
OsSN3	NC_089045.1	91.667	180	14	1	4	183	482600	482422	9.02e-65	248	183
OsSN3	NC_089045.1	96.491	114	3	1	2	115	16018306	16018194	2.00e-46	187	183
OsSN3	NC_089045.1	92.174	115	5	2	4	115	28983509	28983622	4.35e-38	159	183
OsSN3	NC_089045.1	93.137	102	6	1	11	112	6620018	6620118	9.42e-35	148	183
OsSN3	NC_089045.1	90.265	113	10	1	8	120	10956098	10955987	3.39e-34	147	183
OsSN3	NC_089045.1	93.478	92	5	1	29	120	28336696	28336786	7.33e-31	135	183
OsSN3	NC_089045.1	81.868	182	12	3	23	183	6524364	6524183	2.64e-30	134	183
OsSN3	NC_089045.1	91.667	96	7	1	14	109	18790712	18790806	9.48e-30	132	183
OsSN3	NC_089045.1	92.473	93	6	1	4	95	18927980	18928072	9.48e-30	132	183
OsSN3	NC_089045.1	89.130	92	7	3	95	183	17645852	17645943	1.24e-23	111	183
OsSN3	NC_089045.1	93.151	73	4	1	48	120	2688677	2688748	5.75e-22	106	183
OsSN3	NC_089045.1	87.654	81	7	3	106	183	8164348	8164428	1.61e-17	91.6	183
OsSN3	NC_089045.1	94.000	50	2	1	135	183	6370845	6370894	1.62e-12	75.0	183
OsSN3	NC_089045.1	91.071	56	3	1	104	157	16018184	16018129	1.62e-12	75.0	183
OsSN3	NC_089045.1	83.951	81	7	4	45	120	8846337	8846416	5.83e-12	73.1	183
OsSN3	NC_089041.1	92.935	184	12	1	1	183	17024764	17024947	2.49e-70	267	183
OsSN3	NC_089041.1	92.350	183	12	2	2	183	2006943	2006762	4.17e-68	259	183
OsSN3	NC_089041.1	90.761	184	14	3	2	183	28337902	28338084	4.20e-63	243	183
OsSN3	NC_089041.1	90.857	175	12	3	11	183	20589780	20589952	9.09e-60	231	183
OsSN3	NC_089041.1	89.617	183	17	2	2	183	27204378	27204197	9.09e-60	231	183
OsSN3	NC_089041.1	87.349	166	20	1	1	165	11078783	11078948	5.55e-47	189	183
OsSN3	NC_089041.1	84.804	204	8	10	3	183	19850422	19850219	2.58e-45	183	183
OsSN3	NC_089041.1	88.971	136	14	1	2	136	18603149	18603014	2.60e-40	167	183
OsSN3	NC_089041.1	83.590	195	11	9	10	183	4680193	4679999	3.36e-39	163	183
OsSN3	NC_089041.1	92.035	113	9	0	71	183	4098252	4098140	4.35e-38	159	183
OsSN3	NC_089041.1	83.626	171	23	3	14	183	25859388	25859222	5.63e-37	156	183
OsSN3	NC_089041.1	84.118	170	7	1	34	183	23161306	23161475	3.39e-34	147	183
OsSN3	NC_089041.1	90.351	114	6	4	3	112	266047	266159	1.22e-33	145	183
OsSN3	NC_089041.1	93.548	93	6	0	3	95	4208731	4208823	5.67e-32	139	183
OsSN3	NC_089041.1	92.553	94	5	2	16	109	19871831	19871922	2.64e-30	134	183
OsSN3	NC_089041.1	92.553	94	5	2	16	109	19933118	19933027	2.64e-30	134	183
OsSN3	NC_089041.1	86.842	114	12	2	3	113	3283804	3283917	1.59e-27	124	183
OsSN3	NC_089041.1	92.105	76	5	1	109	183	2415020	2414945	5.75e-22	106	183
OsSN3	NC_089041.1	92.000	75	6	0	98	172	17622038	17621964	5.75e-22	106	183
OsSN3	NC_089041.1	98.039	51	1	0	57	107	4098455	4098405	5.79e-17	89.8	183
OsSN3	NC_089041.1	93.443	61	3	1	124	183	21735028	21735088	5.79e-17	89.8	183
OsSN3	NC_089041.1	86.585	82	9	2	104	183	29149043	29148962	5.79e-17	89.8	183
OsSN3	NC_089041.1	77.128	188	20	13	4	183	7680887	7681059	2.08e-16	87.9	183
OsSN3	NC_089039.1	93.370	181	11	1	3	183	8641964	8641785	2.49e-70	267	183
OsSN3	NC_089039.1	91.257	183	15	1	2	183	11027067	11027249	9.02e-65	248	183
OsSN3	NC_089039.1	90.217	184	14	3	3	183	27042586	27042404	1.95e-61	237	183
OsSN3	NC_089039.1	89.375	160	16	1	25	183	6230857	6231016	2.56e-50	200	183
OsSN3	NC_089039.1	85.799	169	16	3	17	183	659335	659173	5.59e-42	172	183
OsSN3	NC_089039.1	91.525	118	6	4	68	183	18260607	18260722	4.35e-38	159	183
OsSN3	NC_089039.1	90.083	121	11	1	3	123	7515931	7515812	5.63e-37	156	183
OsSN3	NC_089039.1	91.071	112	8	2	3	114	10765570	10765461	2.62e-35	150	183
OsSN3	NC_089039.1	88.889	117	4	2	3	119	8419621	8419514	7.33e-31	135	183
OsSN3	NC_089039.1	89.130	92	8	2	92	183	21904624	21904535	3.43e-24	113	183
OsSN3	NC_089039.1	96.226	53	2	0	131	183	8418937	8418989	2.08e-16	87.9	183
OsSN3	NC_089039.1	84.615	78	8	3	107	182	22982692	22982617	1.62e-12	75.0	183
OsSN3	NC_089043.1	92.857	182	11	2	3	183	16544071	16544251	3.22e-69	263	183
OsSN3	NC_089043.1	90.110	182	17	1	2	183	20034266	20034086	7.03e-61	235	183
OsSN3	NC_089043.1	89.730	185	15	4	1	183	24751608	24751790	2.53e-60	233	183
OsSN3	NC_089043.1	87.952	166	18	2	19	183	26409431	26409267	1.19e-48	195	183
OsSN3	NC_089043.1	91.912	136	7	3	3	137	6558496	6558628	2.00e-46	187	183
OsSN3	NC_089043.1	85.106	188	11	5	12	182	23384244	23384057	4.32e-43	176	183
OsSN3	NC_089043.1	94.690	113	4	2	3	115	23313111	23313001	1.55e-42	174	183
OsSN3	NC_089043.1	93.694	111	6	1	3	113	16967532	16967641	9.35e-40	165	183
OsSN3	NC_089043.1	91.525	118	9	1	3	120	20746409	20746525	1.21e-38	161	183
OsSN3	NC_089043.1	92.727	110	7	1	3	112	15081378	15081270	1.56e-37	158	183
OsSN3	NC_089043.1	90.678	118	10	1	3	120	10234449	10234565	5.63e-37	156	183
OsSN3	NC_089043.1	93.333	105	5	2	9	112	12594539	12594436	2.02e-36	154	183
OsSN3	NC_089043.1	88.710	124	9	5	3	123	18725573	18725694	3.39e-34	147	183
OsSN3	NC_089043.1	89.381	113	11	1	3	115	23762581	23762470	1.58e-32	141	183
OsSN3	NC_089043.1	92.222	90	6	1	95	183	24385358	24385269	4.41e-28	126	183
OsSN3	NC_089043.1	93.750	80	5	0	104	183	12476017	12476096	2.05e-26	121	183
OsSN3	NC_089043.1	90.476	84	8	0	21	104	10934407	10934490	1.24e-23	111	183
OsSN3	NC_089043.1	93.548	62	3	1	122	183	20746549	20746609	1.61e-17	91.6	183
OsSN3	NC_089043.1	92.453	53	3	1	10	62	17240928	17240877	1.62e-12	75.0	183
OsSN3	NC_089042.1	93.678	174	11	0	10	183	22558	22385	1.16e-68	261	183
OsSN3	NC_089042.1	92.350	183	12	2	2	183	8320773	8320592	4.17e-68	259	183
OsSN3	NC_089042.1	91.257	183	15	1	2	183	26272301	26272119	9.02e-65	248	183
OsSN3	NC_089042.1	91.617	167	12	2	18	183	4527322	4527157	3.27e-59	230	183
OsSN3	NC_089042.1	88.701	177	17	3	9	183	128099	127924	3.29e-54	213	183
OsSN3	NC_089042.1	87.363	182	22	1	1	182	9122881	9123061	1.53e-52	207	183
OsSN3	NC_089042.1	87.027	185	19	4	3	183	24442606	24442423	1.98e-51	204	183
OsSN3	NC_089042.1	88.889	162	12	1	2	157	27327518	27327679	1.19e-48	195	183
OsSN3	NC_089042.1	94.915	118	4	2	3	120	25346679	25346794	2.58e-45	183	183
OsSN3	NC_089042.1	92.063	126	5	5	61	183	22629824	22629701	5.59e-42	172	183
OsSN3	NC_089042.1	83.333	204	10	9	3	183	4404516	4404718	2.60e-40	167	183
OsSN3	NC_089042.1	92.727	110	7	1	5	114	15090301	15090193	1.56e-37	158	183
OsSN3	NC_089042.1	81.773	203	15	2	3	183	17598869	17598667	2.62e-35	150	183
OsSN3	NC_089042.1	90.000	110	10	1	3	112	24944818	24944710	1.58e-32	141	183
OsSN3	NC_089042.1	90.654	107	7	1	1	104	11485051	11485157	5.67e-32	139	183
OsSN3	NC_089042.1	88.596	114	11	2	71	183	11390290	11390178	2.04e-31	137	183
OsSN3	NC_089042.1	80.808	198	15	3	9	183	16443678	16443481	2.64e-30	134	183
OsSN3	NC_089042.1	78.873	213	12	12	3	183	4423376	4423165	3.43e-24	113	183
OsSN3	NC_089042.1	87.805	82	10	0	21	102	2199182	2199263	3.46e-19	97.1	183
OsSN3	NC_089042.1	93.220	59	4	0	125	183	5463640	5463582	2.08e-16	87.9	183
OsSN3	NC_089046.1	92.350	183	12	2	2	183	26962507	26962326	4.17e-68	259	183
OsSN3	NC_089046.1	92.121	165	12	1	15	178	26537457	26537621	9.09e-60	231	183
OsSN3	NC_089046.1	95.683	139	4	2	46	183	1397178	1397041	5.47e-57	222	183
OsSN3	NC_089046.1	88.525	183	16	4	4	183	18007590	18007770	2.54e-55	217	183
OsSN3	NC_089046.1	84.699	183	19	7	3	183	26614418	26614593	1.55e-42	174	183
OsSN3	NC_089046.1	84.080	201	9	5	4	183	25031037	25030839	5.59e-42	172	183
OsSN3	NC_089046.1	90.756	119	9	2	3	120	19286540	19286423	1.56e-37	158	183
OsSN3	NC_089046.1	88.095	126	14	1	3	128	21462864	21462740	9.42e-35	148	183
OsSN3	NC_089046.1	79.688	192	27	9	3	183	4474605	4474415	1.23e-28	128	183
OsSN3	NC_089046.1	82.946	129	17	4	2	125	17547129	17547257	1.24e-23	111	183
OsSN3	NC_089046.1	87.778	90	10	1	95	183	19456866	19456777	2.07e-21	104	183
OsSN3	NC_089046.1	95.000	60	3	0	123	182	14109338	14109279	1.24e-18	95.3	183
OsSN3	NC_089044.1	92.350	183	12	2	2	183	3570355	3570536	4.17e-68	259	183
OsSN3	NC_089044.1	91.713	181	9	4	8	183	14932474	14932653	3.25e-64	246	183
OsSN3	NC_089044.1	85.876	177	25	0	7	183	20535156	20534980	5.55e-47	189	183
OsSN3	NC_089044.1	91.111	135	11	1	48	182	16078215	16078348	9.28e-45	182	183
OsSN3	NC_089044.1	92.373	118	8	1	3	120	11150911	11151027	2.60e-40	167	183
OsSN3	NC_089044.1	100.000	78	0	0	1	78	1886181	1886258	1.22e-33	145	183
OsSN3	NC_089044.1	81.818	198	11	6	9	183	4466864	4466669	4.38e-33	143	183
OsSN3	NC_089044.1	83.562	146	14	6	45	183	12317065	12317207	1.23e-28	128	183
OsSN3	NC_089044.1	86.364	110	14	1	3	112	15635763	15635871	7.38e-26	119	183
OsSN3	NC_089040.1	92.614	176	11	2	9	183	31978848	31979022	6.98e-66	252	183
OsSN3	NC_089040.1	93.750	160	8	2	25	183	6835915	6836073	5.43e-62	239	183
OsSN3	NC_089040.1	93.082	159	9	2	26	183	1611475	1611632	9.09e-60	231	183
OsSN3	NC_089040.1	84.409	186	6	7	20	183	18137531	18137715	1.21e-38	161	183
OsSN3	NC_089040.1	89.516	124	13	0	2	125	20616030	20615907	1.56e-37	158	183
OsSN3	NC_089040.1	88.550	131	13	2	54	183	32055270	32055399	1.56e-37	158	183
OsSN3	NC_089040.1	89.216	102	10	1	1	102	25648265	25648365	4.41e-28	126	183
OsSN3	NC_089040.1	80.435	184	14	10	21	183	6761021	6760839	2.05e-26	121	183
OsSN3	NC_089040.1	96.610	59	2	0	125	183	20724171	20724113	9.62e-20	99.0	183
OsSN3	NC_089036.1	91.667	180	15	0	4	183	5912879	5913058	2.51e-65	250	183
OsSN3	NC_089036.1	91.379	174	13	1	12	183	2984361	2984534	1.95e-61	237	183
OsSN3	NC_089036.1	90.110	182	15	3	3	183	30487651	30487472	2.53e-60	233	183
OsSN3	NC_089036.1	89.385	179	17	2	7	183	6284450	6284272	1.52e-57	224	183
OsSN3	NC_089036.1	95.161	124	6	0	2	125	22241850	22241973	3.32e-49	196	183
OsSN3	NC_089036.1	94.643	112	4	2	4	115	26615571	26615462	5.59e-42	172	183
OsSN3	NC_089036.1	88.571	140	13	2	42	179	34485300	34485438	2.60e-40	167	183
OsSN3	NC_089036.1	91.525	118	9	1	3	120	25866762	25866646	1.21e-38	161	183
OsSN3	NC_089036.1	82.000	200	17	6	3	183	18734720	18734919	7.28e-36	152	183
OsSN3	NC_089036.1	88.281	128	11	3	59	183	34712775	34712649	2.62e-35	150	183
OsSN3	NC_089036.1	87.903	124	14	1	1	123	18074804	18074927	1.22e-33	145	183
OsSN3	NC_089036.1	92.708	96	6	1	88	183	13194093	13193999	2.04e-31	137	183
OsSN3	NC_089036.1	81.183	186	21	7	3	183	16504962	16505138	2.04e-31	137	183
OsSN3	NC_089036.1	87.368	95	11	1	90	183	24146317	24146411	1.60e-22	108	183
OsSN3	NC_089036.1	88.060	67	7	1	95	160	22301208	22301142	1.25e-13	78.7	183
OsSN3	NC_089037.1	89.011	182	20	0	2	183	29277233	29277414	4.23e-58	226	183
OsSN3	NC_089037.1	92.308	143	9	2	42	183	16079415	16079274	7.13e-51	202	183
OsSN3	NC_089037.1	87.975	158	16	3	28	183	33999680	33999836	2.58e-45	183	183
OsSN3	NC_089037.1	94.872	117	4	2	3	119	11612106	11612220	9.28e-45	182	183
OsSN3	NC_089037.1	88.816	152	10	2	1	146	13369378	13369528	3.34e-44	180	183
OsSN3	NC_089037.1	84.615	182	21	5	3	183	3325074	3325249	1.55e-42	174	183
OsSN3	NC_089037.1	94.643	112	5	1	3	114	2895384	2895274	5.59e-42	172	183
OsSN3	NC_089037.1	89.831	118	11	1	3	120	27881138	27881022	2.62e-35	150	183
OsSN3	NC_089037.1	97.222	72	1	1	112	183	27104400	27104470	2.05e-26	121	183
OsSN3	NC_089037.1	91.892	74	5	1	94	166	2895273	2895200	7.44e-21	102	183
OsSN3	NC_089038.1	87.356	174	21	1	11	183	4582702	4582529	9.22e-50	198	183
OsSN3	NC_089038.1	87.222	180	14	4	3	181	20288176	20288347	3.32e-49	196	183
OsSN3	NC_089038.1	86.047	129	11	3	56	183	17564670	17564792	9.48e-30	132	183
OsSN3	NC_089038.1	80.000	200	20	9	4	183	8900033	8899834	3.41e-29	130	183
OsSN3	NC_089038.1	88.060	67	5	1	114	180	31577857	31577794	4.51e-13	76.8	183
SINE9_OS	NC_089046.1	99.317	293	2	0	1	293	8868355	8868063	1.36e-149	531	293
SINE9_OS	NC_089046.1	98.969	291	3	0	3	293	1994153	1994443	8.19e-147	521	293
SINE9_OS	NC_089046.1	95.322	171	8	0	122	292	17681364	17681194	9.11e-72	272	293
SINE9_OS	NC_089046.1	98.052	154	3	0	1	154	3166500	3166347	1.18e-70	268	293
SINE9_OS	NC_089046.1	87.895	190	14	7	107	291	16208690	16208875	1.56e-54	215	293
SINE9_OS	NC_089046.1	83.784	185	25	3	57	241	14894215	14894036	3.42e-41	171	293
SINE9_OS	NC_089046.1	85.119	168	21	4	107	273	3629899	3630063	1.23e-40	169	293
SINE9_OS	NC_089046.1	98.734	79	1	0	175	253	3770503	3770425	2.68e-32	141	293
SINE9_OS	NC_089046.1	87.200	125	9	6	90	210	5506756	5506877	1.25e-30	135	293
SINE9_OS	NC_089046.1	97.183	71	2	0	1	71	21732630	21732560	3.49e-26	121	293
SINE9_OS	NC_089046.1	98.387	62	1	0	107	168	22156838	22156899	7.56e-23	110	293
SINE9_OS	NC_089046.1	100.000	57	0	0	107	163	25762630	25762686	9.77e-22	106	293
SINE9_OS	NC_089046.1	82.906	117	13	5	113	223	9075276	9075391	1.64e-19	99.0	293
SINE9_OS	NC_089046.1	89.610	77	8	0	2	78	17873462	17873386	1.64e-19	99.0	293
SINE9_OS	NC_089046.1	84.615	104	6	3	14	117	14894306	14894213	2.12e-18	95.3	293
SINE9_OS	NC_089046.1	84.783	92	12	2	40	130	329243	329153	2.74e-17	91.6	293
SINE9_OS	NC_089046.1	97.778	45	1	0	106	150	434115	434159	2.13e-13	78.7	293
SINE9_OS	NC_089036.1	98.625	291	2	1	3	293	9141485	9141197	1.37e-144	514	293
SINE9_OS	NC_089036.1	93.450	229	13	1	1	229	26780394	26780620	8.85e-92	339	293
SINE9_OS	NC_089036.1	98.256	172	2	1	1	172	23576269	23576439	4.18e-80	300	293
SINE9_OS	NC_089036.1	92.935	184	12	1	8	191	7175308	7175490	4.24e-70	267	293
SINE9_OS	NC_089036.1	84.444	270	37	2	22	291	6102857	6102593	1.97e-68	261	293
SINE9_OS	NC_089036.1	87.264	212	19	3	3	214	2228140	2228343	1.19e-60	235	293
SINE9_OS	NC_089036.1	92.857	140	10	0	154	293	34484620	34484481	3.37e-51	204	293
SINE9_OS	NC_089036.1	85.106	188	22	5	107	291	17157832	17157648	3.39e-46	187	293
SINE9_OS	NC_089036.1	84.865	185	28	0	12	196	29712926	29712742	3.39e-46	187	293
SINE9_OS	NC_089036.1	93.860	114	7	0	179	292	5210606	5210719	9.50e-42	172	293
SINE9_OS	NC_089036.1	90.226	133	9	3	107	236	16153136	16153005	3.42e-41	171	293
SINE9_OS	NC_089036.1	88.276	145	12	4	107	247	1761515	1761372	1.23e-40	169	293
SINE9_OS	NC_089036.1	88.489	139	15	1	3	141	31808779	31808642	4.42e-40	167	293
SINE9_OS	NC_089036.1	98.864	88	1	0	206	293	23576441	23576528	2.66e-37	158	293
SINE9_OS	NC_089036.1	90.678	118	7	3	107	221	8978420	8978536	3.44e-36	154	293
SINE9_OS	NC_089036.1	97.701	87	2	0	162	248	7175898	7175984	4.45e-35	150	293
SINE9_OS	NC_089036.1	88.333	120	13	1	58	177	15858818	15858700	7.45e-33	143	293
SINE9_OS	NC_089036.1	92.079	101	4	1	133	229	7175491	7175591	9.64e-32	139	293
SINE9_OS	NC_089036.1	87.302	126	11	3	107	229	26128060	26127937	9.64e-32	139	293
SINE9_OS	NC_089036.1	83.333	144	18	4	102	240	21831577	21831719	2.09e-28	128	293
SINE9_OS	NC_089036.1	98.571	70	1	0	179	248	7175800	7175869	2.70e-27	124	293
SINE9_OS	NC_089036.1	95.714	70	3	0	179	248	7175658	7175727	5.84e-24	113	293
SINE9_OS	NC_089036.1	87.234	94	12	0	1	94	11681400	11681307	2.72e-22	108	293
SINE9_OS	NC_089036.1	83.636	110	16	1	184	293	7382587	7382694	1.26e-20	102	293
SINE9_OS	NC_089036.1	90.541	74	4	2	90	162	3996322	3996393	2.12e-18	95.3	293
SINE9_OS	NC_089036.1	96.491	57	2	0	102	158	11179514	11179458	2.12e-18	95.3	293
SINE9_OS	NC_089036.1	96.491	57	2	0	102	158	11179616	11179560	2.12e-18	95.3	293
SINE9_OS	NC_089036.1	100.000	46	0	0	162	207	7175756	7175801	1.27e-15	86.1	293
SINE9_OS	NC_089036.1	78.322	143	21	6	150	289	32800577	32800442	4.58e-15	84.2	293
SINE9_OS	NC_089036.1	100.000	38	0	0	107	144	26128866	26128829	3.57e-11	71.3	293
SINE9_OS	NC_089042.1	97.611	293	6	1	1	293	9194333	9194624	1.07e-140	501	293
SINE9_OS	NC_089042.1	97.270	293	8	0	1	293	7750721	7750429	1.38e-139	497	293
SINE9_OS	NC_089042.1	96.818	220	7	0	1	220	15566961	15566742	1.13e-100	368	293
SINE9_OS	NC_089042.1	95.023	221	11	0	1	221	14858400	14858180	1.47e-94	348	293
SINE9_OS	NC_089042.1	98.225	169	2	1	123	291	24490250	24490083	1.94e-78	294	293
SINE9_OS	NC_089042.1	95.031	161	8	0	1	161	9345285	9345445	3.30e-66	254	293
SINE9_OS	NC_089042.1	98.582	141	2	0	3	143	26180521	26180661	4.27e-65	250	293
SINE9_OS	NC_089042.1	92.045	176	14	0	1	176	3605828	3606003	1.53e-64	248	293
SINE9_OS	NC_089042.1	99.206	126	1	0	168	293	15566530	15566405	2.00e-58	228	293
SINE9_OS	NC_089042.1	87.895	190	17	4	107	292	22172453	22172266	1.20e-55	219	293
SINE9_OS	NC_089042.1	97.619	126	1	1	170	293	15566741	15566616	1.56e-54	215	293
SINE9_OS	NC_089042.1	85.789	190	18	7	107	291	1355697	1355882	7.29e-48	193	293
SINE9_OS	NC_089042.1	95.575	113	2	1	1	113	15454760	15454651	2.04e-43	178	293
SINE9_OS	NC_089042.1	78.547	289	43	10	1	289	23096772	23097041	9.50e-42	172	293
SINE9_OS	NC_089042.1	83.422	187	27	4	107	292	16425307	16425124	3.42e-41	171	293
SINE9_OS	NC_089042.1	81.081	222	31	8	1	217	16523084	16522869	4.42e-40	167	293
SINE9_OS	NC_089042.1	96.970	99	1	1	193	291	26180658	26180754	1.59e-39	165	293
SINE9_OS	NC_089042.1	93.519	108	7	0	185	292	17373923	17373816	2.06e-38	161	293
SINE9_OS	NC_089042.1	91.379	116	8	2	107	221	19033284	19033398	2.66e-37	158	293
SINE9_OS	NC_089042.1	89.167	120	12	1	1	119	3226209	3226090	1.60e-34	148	293
SINE9_OS	NC_089042.1	82.123	179	25	5	107	279	9153072	9152895	5.76e-34	147	293
SINE9_OS	NC_089042.1	88.618	123	9	4	102	221	7653768	7653888	2.07e-33	145	293
SINE9_OS	NC_089042.1	78.673	211	30	9	83	290	9650779	9650581	7.50e-28	126	293
SINE9_OS	NC_089042.1	94.366	71	3	1	118	187	23259550	23259620	2.72e-22	108	293
SINE9_OS	NC_089042.1	83.036	112	19	0	59	170	6316100	6315989	1.26e-20	102	293
SINE9_OS	NC_089042.1	98.246	57	1	0	107	163	20367917	20367861	4.55e-20	100	293
SINE9_OS	NC_089042.1	90.741	54	5	0	107	160	1294347	1294294	9.91e-12	73.1	293
SINE9_OS	NC_089045.1	96.233	292	11	0	1	292	20622167	20621876	5.00e-134	479	293
SINE9_OS	NC_089045.1	96.269	268	10	0	25	292	17776919	17776652	2.36e-122	440	293
SINE9_OS	NC_089045.1	99.034	207	1	1	1	207	5983904	5984109	3.14e-101	370	293
SINE9_OS	NC_089045.1	90.449	178	17	0	92	269	18368014	18367837	1.19e-60	235	293
SINE9_OS	NC_089045.1	88.360	189	15	5	107	290	6477775	6477589	3.35e-56	220	293
SINE9_OS	NC_089045.1	87.895	190	16	5	107	291	6513665	6513852	4.33e-55	217	293
SINE9_OS	NC_089045.1	85.714	210	20	6	90	293	7347986	7348191	5.60e-54	213	293
SINE9_OS	NC_089045.1	87.113	194	15	7	107	292	27177363	27177172	2.01e-53	211	293
SINE9_OS	NC_089045.1	86.842	190	17	6	107	291	10163483	10163669	9.37e-52	206	293
SINE9_OS	NC_089045.1	85.165	182	19	6	115	291	26346659	26346481	5.68e-44	180	293
SINE9_OS	NC_089045.1	84.302	172	22	4	107	275	4426207	4426376	5.72e-39	163	293
SINE9_OS	NC_089045.1	85.185	135	18	2	110	243	8758215	8758082	3.47e-31	137	293
SINE9_OS	NC_089045.1	87.302	126	9	6	107	229	24908846	24908725	3.47e-31	137	293
SINE9_OS	NC_089045.1	86.290	124	16	1	65	188	9449571	9449693	4.48e-30	134	293
SINE9_OS	NC_089045.1	83.916	143	4	5	149	291	5984749	5984872	1.26e-25	119	293
SINE9_OS	NC_089045.1	90.805	87	5	2	107	190	27177464	27177378	5.84e-24	113	293
SINE9_OS	NC_089045.1	100.000	59	0	0	149	207	5984178	5984236	7.56e-23	110	293
SINE9_OS	NC_089045.1	95.588	68	3	0	104	171	28481618	28481551	7.56e-23	110	293
SINE9_OS	NC_089045.1	82.258	124	16	4	107	225	11739825	11739947	1.26e-20	102	293
